cell,formula,cached_value,ambiguity_flag,upstream_sheets,expected_value_status,safe_to_use_as_gtc_expected,notes
S12,"=IF(Q12=0,"""",100%-R12)",0.95,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
T12,"=IFERROR(S12*P12,0)",91.0313004048323,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
U12,"=IF(Ec_IO!$G$24=""PSC/SC"",(P12-T12),0)",0,,Ec_IO,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
A13,=FLGT!A13,2032,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
B13,=FLGT!W13,142.141523592523,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
C13,=FLGT!X13,8.44591866326895,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
D13,=FLGT!Y13,150.587442255791,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
E13,=SUM(FLGT!AB13:AD13),8.58894973602091,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
F13,=FLGT!AE13+FLGT!AF13+FLGT!AG13+FLGT!AH13+FLGT!Z13,3.36313790281727,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
G13,=Cap_Allow!FP10,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
H13,=Cap_Allow!GX10+Cap_Allow!HC10,28,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
I13,=Cap_Allow!FI10,50.8164912900778,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
J13,=CIT_NCF_Oil!Z13,0,,CIT_NCF_Oil,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
K13,=F13+H13+I13+G13+J13,82.179629192895,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
L13,"=IF(Ec_IO!$G$22='Fiscal Terms_PIA'!$T$59,'Fiscal Terms_PIA'!$T$60*(D13-E13),'Fiscal Terms_PIA'!$U$60*(D13-E13))",99.3989447638394,,Ec_IO | Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
M13,=D13-E13-L13,42.5995477559312,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
N13,"=IF(AND(G13=0,D13=0),0,IF(L13-K13+N12<0,L13-K13+N12,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
O13,"=IF(AND(G13=0,D13=0),0,IF(L13-K13+N12>0,L13-K13+N12,0))",17.2193155709443,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
P13,=O13+M13,59.8188633268755,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
Q13,=FLGT!D13,12.9953280638617,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
R13,"=IF(Q13=0,"""",IF(Q13<='Fiscal Terms_PIA'!$W$60,'Fiscal Terms_PIA'!$X$60,IF(AND(Q13>'Fiscal Terms_PIA'!$W$60,Q13<='Fiscal Terms_PIA'!$W$61),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+(Q13-'Fiscal Terms_PIA'!$W$60)*'Fiscal Terms_PIA'!$X$61)/Q13,IF(AND(Q13>'Fiscal Terms_PIA'!$W$61,Q13<='Fiscal Terms_PIA'!$W$62),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*(Q13-'Fiscal Terms_PIA'!$W$61))/Q13,IF(AND(Q13>'Fiscal Terms_PIA'!$W$62,Q13<='Fiscal Terms_PIA'!$W$63),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*(Q13-'Fiscal Terms_PIA'!$W$62))/Q13,IF(AND(Q13>'Fiscal Terms_PIA'!$W$63,Q13<='Fiscal Terms_PIA'!$W$64),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*('Fiscal Terms_PIA'!$W$63-'Fiscal Terms_PIA'!$W$62)+'Fiscal Terms_PIA'!$X$64*(Q13-'Fiscal Terms_PIA'!$W$63))/Q13,'Fiscal Terms_PIA'!$X$65))))))",0.05,,Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
S13,"=IF(Q13=0,"""",100%-R13)",0.95,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
T13,"=IFERROR(S13*P13,0)",56.8279201605317,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
U13,"=IF(Ec_IO!$G$24=""PSC/SC"",(P13-T13),0)",0,,Ec_IO,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
A14,=FLGT!A14,2033,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
B14,=FLGT!W14,110.632239448069,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
C14,=FLGT!X14,6.57366596542406,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
D14,=FLGT!Y14,117.205905413493,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
E14,=SUM(FLGT!AB14:AD14),6.17894710774079,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
F14,=FLGT!AE14+FLGT!AF14+FLGT!AG14+FLGT!AH14+FLGT!Z14,2.89261137944337,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
G14,=Cap_Allow!FP11,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
H14,=Cap_Allow!GX11+Cap_Allow!HC11,12,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
I14,=Cap_Allow!FI11,35.9657825542033,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
J14,=CIT_NCF_Oil!Z14,0,,CIT_NCF_Oil,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
K14,=F14+H14+I14+G14+J14,50.8583939336467,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
L14,"=IF(Ec_IO!$G$22='Fiscal Terms_PIA'!$T$59,'Fiscal Terms_PIA'!$T$60*(D14-E14),'Fiscal Terms_PIA'!$U$60*(D14-E14))",77.7188708140267,,Ec_IO | Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
M14,=D14-E14-L14,33.3080874917257,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
N14,"=IF(AND(G14=0,D14=0),0,IF(L14-K14+N13<0,L14-K14+N13,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
O14,"=IF(AND(G14=0,D14=0),0,IF(L14-K14+N13>0,L14-K14+N13,0))",26.86047688038,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
P14,=O14+M14,60.1685643721057,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
Q14,=FLGT!D14,15.207972852823,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
R14,"=IF(Q14=0,"""",IF(Q14<='Fiscal Terms_PIA'!$W$60,'Fiscal Terms_PIA'!$X$60,IF(AND(Q14>'Fiscal Terms_PIA'!$W$60,Q14<='Fiscal Terms_PIA'!$W$61),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+(Q14-'Fiscal Terms_PIA'!$W$60)*'Fiscal Terms_PIA'!$X$61)/Q14,IF(AND(Q14>'Fiscal Terms_PIA'!$W$61,Q14<='Fiscal Terms_PIA'!$W$62),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*(Q14-'Fiscal Terms_PIA'!$W$61))/Q14,IF(AND(Q14>'Fiscal Terms_PIA'!$W$62,Q14<='Fiscal Terms_PIA'!$W$63),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*(Q14-'Fiscal Terms_PIA'!$W$62))/Q14,IF(AND(Q14>'Fiscal Terms_PIA'!$W$63,Q14<='Fiscal Terms_PIA'!$W$64),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*('Fiscal Terms_PIA'!$W$63-'Fiscal Terms_PIA'!$W$62)+'Fiscal Terms_PIA'!$X$64*(Q14-'Fiscal Terms_PIA'!$W$63))/Q14,'Fiscal Terms_PIA'!$X$65))))))",0.05,,Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
S14,"=IF(Q14=0,"""",100%-R14)",0.95,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
T14,"=IFERROR(S14*P14,0)",57.1601361535004,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
U14,"=IF(Ec_IO!$G$24=""PSC/SC"",(P14-T14),0)",0,,Ec_IO,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
A15,=FLGT!A15,2034,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
B15,=FLGT!W15,86.1077895885083,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
C15,=FLGT!X15,5.11644569973271,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
D15,=FLGT!Y15,91.224235288241,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
E15,=SUM(FLGT!AB15:AD15),4.43330062191873,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
F15,=FLGT!AE15+FLGT!AF15+FLGT!AG15+FLGT!AH15+FLGT!Z15,1.93451697614476,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
G15,=Cap_Allow!FP12,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
H15,=Cap_Allow!GX12+Cap_Allow!HC12,5,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
I15,=Cap_Allow!FI12,18.8800111801241,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
J15,=CIT_NCF_Oil!Z15,0,,CIT_NCF_Oil,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
K15,=F15+H15+I15+G15+J15,25.8145281562689,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
L15,"=IF(Ec_IO!$G$22='Fiscal Terms_PIA'!$T$59,'Fiscal Terms_PIA'!$T$60*(D15-E15),'Fiscal Terms_PIA'!$U$60*(D15-E15))",60.7536542664256,,Ec_IO | Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
M15,=D15-E15-L15,26.0372803998967,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
N15,"=IF(AND(G15=0,D15=0),0,IF(L15-K15+N14<0,L15-K15+N14,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
O15,"=IF(AND(G15=0,D15=0),0,IF(L15-K15+N14>0,L15-K15+N14,0))",34.9391261101567,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
P15,=O15+M15,60.9764065100534,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
Q15,=FLGT!D15,16.9301286445932,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
R15,"=IF(Q15=0,"""",IF(Q15<='Fiscal Terms_PIA'!$W$60,'Fiscal Terms_PIA'!$X$60,IF(AND(Q15>'Fiscal Terms_PIA'!$W$60,Q15<='Fiscal Terms_PIA'!$W$61),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+(Q15-'Fiscal Terms_PIA'!$W$60)*'Fiscal Terms_PIA'!$X$61)/Q15,IF(AND(Q15>'Fiscal Terms_PIA'!$W$61,Q15<='Fiscal Terms_PIA'!$W$62),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*(Q15-'Fiscal Terms_PIA'!$W$61))/Q15,IF(AND(Q15>'Fiscal Terms_PIA'!$W$62,Q15<='Fiscal Terms_PIA'!$W$63),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*(Q15-'Fiscal Terms_PIA'!$W$62))/Q15,IF(AND(Q15>'Fiscal Terms_PIA'!$W$63,Q15<='Fiscal Terms_PIA'!$W$64),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*('Fiscal Terms_PIA'!$W$63-'Fiscal Terms_PIA'!$W$62)+'Fiscal Terms_PIA'!$X$64*(Q15-'Fiscal Terms_PIA'!$W$63))/Q15,'Fiscal Terms_PIA'!$X$65))))))",0.05,,Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
S15,"=IF(Q15=0,"""",100%-R15)",0.95,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
T15,"=IFERROR(S15*P15,0)",57.9275861845507,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
U15,"=IF(Ec_IO!$G$24=""PSC/SC"",(P15-T15),0)",0,,Ec_IO,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
A16,=FLGT!A16,2035,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
B16,=FLGT!W16,67.0198078318681,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
C16,=FLGT!X16,3.98225537105225,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
D16,=FLGT!Y16,71.0020632029203,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
E16,=SUM(FLGT!AB16:AD16),3.45054677586971,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
F16,=FLGT!AE16+FLGT!AF16+FLGT!AG16+FLGT!AH16+FLGT!Z16,1.35923177986976,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
G16,=Cap_Allow!FP13,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
H16,=Cap_Allow!GX13+Cap_Allow!HC13,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
I16,=Cap_Allow!FI13,16.7896093450369,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
J16,=CIT_NCF_Oil!Z16,0,,CIT_NCF_Oil,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
K16,=F16+H16+I16+G16+J16,18.1488411249067,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
L16,"=IF(Ec_IO!$G$22='Fiscal Terms_PIA'!$T$59,'Fiscal Terms_PIA'!$T$60*(D16-E16),'Fiscal Terms_PIA'!$U$60*(D16-E16))",47.2860614989354,,Ec_IO | Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
M16,=D16-E16-L16,20.2654549281152,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
N16,"=IF(AND(G16=0,D16=0),0,IF(L16-K16+N15<0,L16-K16+N15,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
O16,"=IF(AND(G16=0,D16=0),0,IF(L16-K16+N15>0,L16-K16+N15,0))",29.1372203740288,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
P16,=O16+M16,49.402675302144,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
Q16,=FLGT!D16,18.2705248012306,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
R16,"=IF(Q16=0,"""",IF(Q16<='Fiscal Terms_PIA'!$W$60,'Fiscal Terms_PIA'!$X$60,IF(AND(Q16>'Fiscal Terms_PIA'!$W$60,Q16<='Fiscal Terms_PIA'!$W$61),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+(Q16-'Fiscal Terms_PIA'!$W$60)*'Fiscal Terms_PIA'!$X$61)/Q16,IF(AND(Q16>'Fiscal Terms_PIA'!$W$61,Q16<='Fiscal Terms_PIA'!$W$62),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*(Q16-'Fiscal Terms_PIA'!$W$61))/Q16,IF(AND(Q16>'Fiscal Terms_PIA'!$W$62,Q16<='Fiscal Terms_PIA'!$W$63),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*(Q16-'Fiscal Terms_PIA'!$W$62))/Q16,IF(AND(Q16>'Fiscal Terms_PIA'!$W$63,Q16<='Fiscal Terms_PIA'!$W$64),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*('Fiscal Terms_PIA'!$W$63-'Fiscal Terms_PIA'!$W$62)+'Fiscal Terms_PIA'!$X$64*(Q16-'Fiscal Terms_PIA'!$W$63))/Q16,'Fiscal Terms_PIA'!$X$65))))))",0.05,,Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
S16,"=IF(Q16=0,"""",100%-R16)",0.95,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
T16,"=IFERROR(S16*P16,0)",46.9325415370368,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
U16,"=IF(Ec_IO!$G$24=""PSC/SC"",(P16-T16),0)",0,,Ec_IO,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
A17,=FLGT!A17,2036,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
B17,=FLGT!W17,52.163162743873,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
C17,=FLGT!X17,3.09948717741751,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
D17,=FLGT!Y17,55.2626499212905,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
E17,=SUM(FLGT!AB17:AD17),2.68564531662909,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
F17,=FLGT!AE17+FLGT!AF17+FLGT!AG17+FLGT!AH17+FLGT!Z17,1.24770939187917,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
G17,=Cap_Allow!FP14,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
H17,=Cap_Allow!GX14+Cap_Allow!HC14,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
I17,=Cap_Allow!FI14,15.1625982471045,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
J17,=CIT_NCF_Oil!Z17,0,,CIT_NCF_Oil,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
K17,=F17+H17+I17+G17+J17,16.4103076389837,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
L17,"=IF(Ec_IO!$G$22='Fiscal Terms_PIA'!$T$59,'Fiscal Terms_PIA'!$T$60*(D17-E17),'Fiscal Terms_PIA'!$U$60*(D17-E17))",36.803903223263,,Ec_IO | Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
M17,=D17-E17-L17,15.7731013813984,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
N17,"=IF(AND(G17=0,D17=0),0,IF(L17-K17+N16<0,L17-K17+N16,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
O17,"=IF(AND(G17=0,D17=0),0,IF(L17-K17+N16>0,L17-K17+N16,0))",20.3935955842793,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
P17,=O17+M17,36.1666969656777,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
Q17,=FLGT!D17,19.313788056108,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
R17,"=IF(Q17=0,"""",IF(Q17<='Fiscal Terms_PIA'!$W$60,'Fiscal Terms_PIA'!$X$60,IF(AND(Q17>'Fiscal Terms_PIA'!$W$60,Q17<='Fiscal Terms_PIA'!$W$61),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+(Q17-'Fiscal Terms_PIA'!$W$60)*'Fiscal Terms_PIA'!$X$61)/Q17,IF(AND(Q17>'Fiscal Terms_PIA'!$W$61,Q17<='Fiscal Terms_PIA'!$W$62),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*(Q17-'Fiscal Terms_PIA'!$W$61))/Q17,IF(AND(Q17>'Fiscal Terms_PIA'!$W$62,Q17<='Fiscal Terms_PIA'!$W$63),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*(Q17-'Fiscal Terms_PIA'!$W$62))/Q17,IF(AND(Q17>'Fiscal Terms_PIA'!$W$63,Q17<='Fiscal Terms_PIA'!$W$64),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*('Fiscal Terms_PIA'!$W$63-'Fiscal Terms_PIA'!$W$62)+'Fiscal Terms_PIA'!$X$64*(Q17-'Fiscal Terms_PIA'!$W$63))/Q17,'Fiscal Terms_PIA'!$X$65))))))",0.05,,Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
S17,"=IF(Q17=0,"""",100%-R17)",0.95,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
T17,"=IFERROR(S17*P17,0)",34.3583621173939,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
U17,"=IF(Ec_IO!$G$24=""PSC/SC"",(P17-T17),0)",0,,Ec_IO,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
A18,=FLGT!A18,2037,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
B18,=FLGT!W18,40.5998709257704,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
